stop_id,stop_name,stop_lat,stop_lon,stop_desc
703526,вул. Республіканська,46.508664,30.697827,20
702518,вул. Торгова,46.493553,30.732015,
703531,Гастроном,46.53104,30.678951,20
702519,пров. Газовий,46.496329,30.726429,
703540,вул. Енгельса,46.528019,30.681232,
702520,Пересипський міст,46.49691145334999,30.72384059429169,
703541,Сільгосппідприємство,46.524055,30.685408,20-
703544,"завод ""Біостимулятор""",46.506317,30.7002,20-
703548,Хлібозавод №1,46.497355,30.716103,20-
703546,"завод ""Стальметиз""",46.501281,30.706469,20-
703564,М'ясокомбінат,46.525193,30.728803,1
703574,вул. Кишинівська,46.565164,30.775873,1
702529,«КДЦ №6»,46.44764894403397,30.742970108985904,
702531,пл. Тираспольська,46.480246845083116,30.73105573654175,15
702534,вул. Старопортофранківська,46.48125898153143,30.722220540046695,15
703558,Пересипський міст,46.49777556904292,30.722665786743168,1-
702537,вул. Скісна,46.481135,30.711803,15
702539,пров. Стаханівський,46.485631,30.704657,12
703579,вул. Давида Ойстраха,46.584669,30.788361,
702543,Міська клінічна лікарня № 11,46.487891,30.694688,
702546,Слобідський ринок,46.49284918703226,30.704061985015873,12
703542,пров. Хаджибейський,46.518402,30.692057,20-
703565,пл. Ярмаркова,46.52887,30.732071,1
703585,"АТП ""ПІВНІЧ ТРАНС""",46.61076690082845,30.821261975616178,
703586,"Підстанція ""Центроліт""",46.616013,30.824209,1
703527,Нафтозавод,46.512595,30.69468,20
703535,5-а станція Хаджибейської дороги,46.537773,30.677073,20-
703543,Нафтозавод,46.512421,30.694479,20-
703549,вул. Республіканська,46.508589,30.697703,20-
703524,Лакофарбовий завод,46.503172,30.700666,20
703529,Сільгосппідприємство,46.524224,30.685526,20
703545,Лакофарбовий завод,46.503211,30.700211,20-
703547,Слобідський узвіз,46.497276,30.709816,20-
703560,пров. Кравцова,46.507706,30.724335,1
703570,пров. Академіка Векслера,46.547568255546636,30.75154781341553,
703571,станція Одеса-Сортувальна,46.55085171320204,30.755458474159244,1
703581,вул. Віталія Блажка,46.59182,30.797365,
703587,Поліклініка,46.61777615660678,30.819622278213505,1
703580,Північний ринок,46.588658,30.793428,1
702552,вул. Рачкова,46.48801838813811,30.69887459278107,12-
702553,вул. Маловського,46.484915,30.706171,12-
702556,вул. Майстрова,46.481041,30.716303,15-
702557,вул. Старопортофранківська,46.481144,30.721314,15-
702558,вул. Всеволода Змієнка,46.483681,30.725554,15-
702559,вул. Кіри Муратової,46.482507503474146,30.72807312011719,15-
703536,вул. Каменярів,46.534256,30.677616,
703582,вул. 28 бригади,46.59483,30.80118,
703522,Слобідський узвіз,46.497265,30.710415,20
703533,5-а станція Хаджибейської дороги,46.537754,30.67732,20
703520,Херсонський сквер,46.49634275433314,30.71810066699982,12
703573,Миколаївська дорога,46.55782747904811,30.771889686584476,1 (до 28 Бригади)
703575,вул. 10-а лінія,46.570685,30.778944,1
707387,Поліклініка,46.61768,30.819773,1-
703566,вул. 7-а Пересипська,46.53163882288476,30.732643604278568,1
707393,вул. Віталія Блажка,46.592415,30.79788,
707405,М'ясопереробний завод,46.541935,30.744522,1-
707397,Торговельний центр,46.577714,30.782509,7
703576,вул. Марсельська,46.57388935697318,30.780585408210758,1
703578,вул. Академіка Заболотного,46.58128249191699,30.784667730331424,1
703588,"завод ""Центроліт""",46.61886310718048,30.815674066543583,1-
703530,вул. Енгельса,46.528194,30.681202,
703569,М'ясопереробний завод,46.542758,30.745674,1
703584,Автопідприємство (на вимогу),46.607087,30.817922,1
707403,станція Одеса-Сортувальна,46.55121693947421,30.75605928897858,1-
707407,Агаровий завод,46.534552,30.735591,1-
707391,Міський холодильник,46.604698,30.814753,1-
707412,"завод ""Сільхозмаш""",46.517834,30.725961,1-
707414,пров. Кравцова,46.50809219729214,30.724237561225895,1-
707400,вул. Кишинівська,46.565578,30.775904,1-
707388,"Підстанція ""Центроліт""",46.61603699030438,30.823865532875065,1-
707392,вул. 28 бригади,46.59527322219621,30.801571011543277,
707394,вул. Владислава Бувалкіна,46.58916862034075,30.793942809104923,
707389,"АТП ""ПІВНІЧ ТРАНС""",46.610890063793356,30.82123593651085,
707398,вул. Марсельська,46.574505182755516,30.780864357948307,1-
707401,Миколаївська дорога,46.55789387547243,30.77181994915009,1-
707404,пров. Академіка Векслера,46.54799,30.751965,
707399,вул. 10-а лінія,46.571144,30.778967,1-
707409,пл. Ярмаркова,46.528693746063986,30.73182284832001,1-
707406,вул. Лиманна,46.538927,30.740905,
707408,вул. 7-а Пересипська,46.53146167992067,30.732670426368717,7
707413,сквер Жака-Луї Десме,46.511248827260346,30.72389423847199,
707396,вул. Академіка Заболотного,46.58155902354133,30.78474283218384,
707415,вул. Миколи Плигуна,46.5049981528327,30.72460234165192,1-
707395,вул. Давида Ойстраха,46.58516855364387,30.78880369663239,
707402,Лузанівка,46.55359638380769,30.76280772686005,1-
707411,"завод ""Червоної Гвардії""",46.52170685368437,30.727456212043766,1-
707416,вул. Церковна,46.50070755156701,30.724291205406193,1-
707390,Автопідприємство (на вимогу),46.607547,30.818267,1-
707410,М'ясокомбінат,46.52543109357912,30.72883486747742,1-
801869,вул. Скісна,46.476331103406174,30.71191012859345,5-
801885,Парк ім. Тараса Шевченка,46.473438445343724,30.75484156608582,28-
801867,"ТЦ ""Епіцентр""",46.60060312741813,30.80920457839966,1-
801878,Рибний порт,46.33476188782844,30.66646277904511,27
801884,вул. Кіри Муратової,46.47825206849665,30.722478032112125,
892660,Автовокзал,46.47643823593713,30.709458589553837,Автовокзал (висадка)
801876,Пивзавод,46.34111358459347,30.67216515541077,27
801868,вул. Скісна,46.476235053371525,30.71133613586426,5
801872,Підстанція,46.346820223325615,30.679235458374027,27
801877,Пивзавод,46.34073583667539,30.67192912101746,27-
802153,11-а станція Великого Фонтану,46.41104314885295,30.755329803575314,17
802165,11-а станція Великого Фонтану,46.41086157618459,30.755116956872957,18-
803610,вул. Туристська,46.44580006269403,30.69635059448355,
892661,Епіцентр,46.6005994416344,30.809333324432377,Епіцентр (до Центроліту)
