trip_id,trip_headsign,route_id,service_id,shape_id,direction_id
1657215,,89404,1,89404,1
1657216,,89404,1,89404,1
1657217,,89404,1,89404,1
1657218,,89404,1,89404,1
1657219,,89404,1,89404,1
1657220,,89404,1,89404,1
1657221,,89404,1,89404,1
1657222,,89404,1,89404,1
1657223,,89404,1,89404,1
1657224,,89404,1,89404,1
1657225,,89404,1,89404,1
1657226,,89404,1,89404,1
1657227,,89404,1,89404,1
1657228,,89404,1,89404,1
1657229,,89404,1,89404,1
1657230,,89404,1,89404,1
1657231,,89404,1,89404,1
1657232,,89404,1,89404,1
1657233,,89404,1,89404,1
1657237,,89404,1,89404,1
1657234,,89404,1,89404,1
1657235,,89404,1,89404,1
1657236,,89404,1,89404,1
1657238,,89404,1,89404,1
1656139,,89405,1,89405,0
1656138,,89405,1,89405,0
1656134,,89405,1,89405,0
1656233,,89405,1,89405,0
1656232,,89405,1,89405,0
1656231,,89405,1,89405,0
1656230,,89405,1,89405,0
1656229,,89405,1,89405,0
1656228,,89405,1,89405,0
1656227,,89405,1,89405,0
1656226,,89405,1,89405,0
1656225,,89405,1,89405,0
1656224,,89405,1,89405,0
1656223,,89405,1,89405,0
1656222,,89405,1,89405,0
1656221,,89405,1,89405,0
1656220,,89405,1,89405,0
1656219,,89405,1,89405,0
1656218,,89405,1,89405,0
1656217,,89405,1,89405,0
1656216,,89405,1,89405,0
1656215,,89405,1,89405,0
1656214,,89405,1,89405,0
1656213,,89405,1,89405,0
1656212,,89405,1,89405,0
1656211,,89405,1,89405,0
1656210,,89405,1,89405,0
1656209,,89405,1,89405,0
1656208,,89405,1,89405,0
1656207,,89405,1,89405,0
1656206,,89405,1,89405,0
1656205,,89405,1,89405,0
1656204,,89405,1,89405,0
1656203,,89405,1,89405,0
1656202,,89405,1,89405,0
1656201,,89405,1,89405,0
1656200,,89405,1,89405,0
1656199,,89405,1,89405,0
1656198,,89405,1,89405,0
1656197,,89405,1,89405,0
1656196,,89405,1,89405,0
1656195,,89405,1,89405,0
1656194,,89405,1,89405,0
1656193,,89405,1,89405,0
1656136,,89405,1,89405,0
1656135,,89405,1,89405,0
1656192,,89405,1,89405,0
1656191,,89405,1,89405,0
1656190,,89405,1,89405,0
1656189,,89405,1,89405,0
1656188,,89405,1,89405,0
1656187,,89405,1,89405,0
1656186,,89405,1,89405,0
1656185,,89405,1,89405,0
1656184,,89405,1,89405,0
1656183,,89405,1,89405,0
1656182,,89405,1,89405,0
1656181,,89405,1,89405,0
1656180,,89405,1,89405,0
1656179,,89405,1,89405,0
1656178,,89405,1,89405,0
1656177,,89405,1,89405,0
1656176,,89405,1,89405,0
1656175,,89405,1,89405,0
1656174,,89405,1,89405,0
1656173,,89405,1,89405,0
1656172,,89405,1,89405,0
1656171,,89405,1,89405,0
1656170,,89405,1,89405,0
1656169,,89405,1,89405,0
1656168,,89405,1,89405,0
1656167,,89405,1,89405,0
1656166,,89405,1,89405,0
1656165,,89405,1,89405,0
1656164,,89405,1,89405,0
1656163,,89405,1,89405,0
1656162,,89405,1,89405,0
1656161,,89405,1,89405,0
1656160,,89405,1,89405,0
1656159,,89405,1,89405,0
1656158,,89405,1,89405,0
1656157,,89405,1,89405,0
1656156,,89405,1,89405,0
1656155,,89405,1,89405,0
1656154,,89405,1,89405,0
1656153,,89405,1,89405,0
1656152,,89405,1,89405,0
1656151,,89405,1,89405,0
1656150,,89405,1,89405,0
1656149,,89405,1,89405,0
1656148,,89405,1,89405,0
1656147,,89405,1,89405,0
1656146,,89405,1,89405,0
1656145,,89405,1,89405,0
1656144,,89405,1,89405,0
1656143,,89405,1,89405,0
1656142,,89405,1,89405,0
1656141,,89405,1,89405,0
1656140,,89405,1,89405,0
1656137,,89405,1,89405,0
1656248,,89407,1,89407,1
1656247,,89407,1,89407,1
1656246,,89407,1,89407,1
1656245,,89407,1,89407,1
1656256,,89407,1,89407,1
1656255,,89407,1,89407,1
1656254,,89407,1,89407,1
1656253,,89407,1,89407,1
1656234,,89407,1,89407,1
1656336,,89407,1,89407,1
1656335,,89407,1,89407,1
1656334,,89407,1,89407,1
1656333,,89407,1,89407,1
1656332,,89407,1,89407,1
1656331,,89407,1,89407,1
1656330,,89407,1,89407,1
1656329,,89407,1,89407,1
1656328,,89407,1,89407,1
1656327,,89407,1,89407,1
1656326,,89407,1,89407,1
1656325,,89407,1,89407,1
1656324,,89407,1,89407,1
1656323,,89407,1,89407,1
1656322,,89407,1,89407,1
1656321,,89407,1,89407,1
1656320,,89407,1,89407,1
1656319,,89407,1,89407,1
1656318,,89407,1,89407,1
1656317,,89407,1,89407,1
1656316,,89407,1,89407,1
1656315,,89407,1,89407,1
1656314,,89407,1,89407,1
1656313,,89407,1,89407,1
1656312,,89407,1,89407,1
1656311,,89407,1,89407,1
1656310,,89407,1,89407,1
1656309,,89407,1,89407,1
1656308,,89407,1,89407,1
1656307,,89407,1,89407,1
1656306,,89407,1,89407,1
1656305,,89407,1,89407,1
1656304,,89407,1,89407,1
1656303,,89407,1,89407,1
1656302,,89407,1,89407,1
1656301,,89407,1,89407,1
1656300,,89407,1,89407,1
1656299,,89407,1,89407,1
1656298,,89407,1,89407,1
1656297,,89407,1,89407,1
1656296,,89407,1,89407,1
1656295,,89407,1,89407,1
1656294,,89407,1,89407,1
1656293,,89407,1,89407,1
1656292,,89407,1,89407,1
1656291,,89407,1,89407,1
1656290,,89407,1,89407,1
1656289,,89407,1,89407,1
1656288,,89407,1,89407,1
1656287,,89407,1,89407,1
1656286,,89407,1,89407,1
1656285,,89407,1,89407,1
1656284,,89407,1,89407,1
1656283,,89407,1,89407,1
1656282,,89407,1,89407,1
1656281,,89407,1,89407,1
1656280,,89407,1,89407,1
1656279,,89407,1,89407,1
1656278,,89407,1,89407,1
1656277,,89407,1,89407,1
1656276,,89407,1,89407,1
1656275,,89407,1,89407,1
1656274,,89407,1,89407,1
1656273,,89407,1,89407,1
1656272,,89407,1,89407,1
1656271,,89407,1,89407,1
1656270,,89407,1,89407,1
1656269,,89407,1,89407,1
1656244,,89407,1,89407,1
1656243,,89407,1,89407,1
1656242,,89407,1,89407,1
1656241,,89407,1,89407,1
1656240,,89407,1,89407,1
1656239,,89407,1,89407,1
1656238,,89407,1,89407,1
1656237,,89407,1,89407,1
1656236,,89407,1,89407,1
1656235,,89407,1,89407,1
1656264,,89407,1,89407,1
1656263,,89407,1,89407,1
1656262,,89407,1,89407,1
1656261,,89407,1,89407,1
1656260,,89407,1,89407,1
1656259,,89407,1,89407,1
1656258,,89407,1,89407,1
1656257,,89407,1,89407,1
1656268,,89407,1,89407,1
1656267,,89407,1,89407,1
1656266,,89407,1,89407,1
1656265,,89407,1,89407,1
1656252,,89407,1,89407,1
1656251,,89407,1,89407,1
1656250,,89407,1,89407,1
1656249,,89407,1,89407,1
1656591,,89410,1,89410,0
1656590,,89410,1,89410,0
1656589,,89410,1,89410,0
1656588,,89410,1,89410,0
1656587,,89410,1,89410,0
1656586,,89410,1,89410,0
1656585,,89410,1,89410,0
1656584,,89410,1,89410,0
1656583,,89410,1,89410,0
1656582,,89410,1,89410,0
1656581,,89410,1,89410,0
1656580,,89410,1,89410,0
1656579,,89410,1,89410,0
1656578,,89410,1,89410,0
1656577,,89410,1,89410,0
1656576,,89410,1,89410,0
1656575,,89410,1,89410,0
1656574,,89410,1,89410,0
1656573,,89410,1,89410,0
1656572,,89410,1,89410,0
1656571,,89410,1,89410,0
1656570,,89410,1,89410,0
1656569,,89410,1,89410,0
1656568,,89410,1,89410,0
1656567,,89410,1,89410,0
1656566,,89410,1,89410,0
1656565,,89410,1,89410,0
1656564,,89410,1,89410,0
1656563,,89410,1,89410,0
1656562,,89410,1,89410,0
1656561,,89410,1,89410,0
1656560,,89410,1,89410,0
1656559,,89410,1,89410,0
1656558,,89410,1,89410,0
1656557,,89410,1,89410,0
1656556,,89410,1,89410,0
1656555,,89410,1,89410,0
1656554,,89410,1,89410,0
1656553,,89410,1,89410,0
1656552,,89410,1,89410,0
1656551,,89410,1,89410,0
1656550,,89410,1,89410,0
1656549,,89410,1,89410,0
1656548,,89410,1,89410,0
1656547,,89410,1,89410,0
1656546,,89410,1,89410,0
1656545,,89410,1,89410,0
1656544,,89410,1,89410,0
1656543,,89410,1,89410,0
1656542,,89410,1,89410,0
1656694,,89410,1,89410,0
1656540,,89410,1,89410,0
1656539,,89410,1,89410,0
1656538,,89410,1,89410,0
1656537,,89410,1,89410,0
1656536,,89410,1,89410,0
1656535,,89410,1,89410,0
1656534,,89410,1,89410,0
1656533,,89410,1,89410,0
1656532,,89410,1,89410,0
1656531,,89410,1,89410,0
1656530,,89410,1,89410,0
1656720,,89410,1,89410,0
1656719,,89410,1,89410,0
1656718,,89410,1,89410,0
1656717,,89410,1,89410,0
1656716,,89410,1,89410,0
1656715,,89410,1,89410,0
1656714,,89410,1,89410,0
1656713,,89410,1,89410,0
1656712,,89410,1,89410,0
1656711,,89410,1,89410,0
1656710,,89410,1,89410,0
1656709,,89410,1,89410,0
1656708,,89410,1,89410,0
1656707,,89410,1,89410,0
1656706,,89410,1,89410,0
1656705,,89410,1,89410,0
1656704,,89410,1,89410,0
1656703,,89410,1,89410,0
1656702,,89410,1,89410,0
1656701,,89410,1,89410,0
1656700,,89410,1,89410,0
1656699,,89410,1,89410,0
1656698,,89410,1,89410,0
1656697,,89410,1,89410,0
1656696,,89410,1,89410,0
1656695,,89410,1,89410,0
1656541,,89410,1,89410,0
1656693,,89410,1,89410,0
1656692,,89410,1,89410,0
1656691,,89410,1,89410,0
1656690,,89410,1,89410,0
1656689,,89410,1,89410,0
1656688,,89410,1,89410,0
1656687,,89410,1,89410,0
1656686,,89410,1,89410,0
1656685,,89410,1,89410,0
1656684,,89410,1,89410,0
1656683,,89410,1,89410,0
1656682,,89410,1,89410,0
1656681,,89410,1,89410,0
1656680,,89410,1,89410,0
1656679,,89410,1,89410,0
1656678,,89410,1,89410,0
1656677,,89410,1,89410,0
1656676,,89410,1,89410,0
1656675,,89410,1,89410,0
1656674,,89410,1,89410,0
1656673,,89410,1,89410,0
1656672,,89410,1,89410,0
1656671,,89410,1,89410,0
1656670,,89410,1,89410,0
1656669,,89410,1,89410,0
1656668,,89410,1,89410,0
1656667,,89410,1,89410,0
1656666,,89410,1,89410,0
1656665,,89410,1,89410,0
1656664,,89410,1,89410,0
1656663,,89410,1,89410,0
1656662,,89410,1,89410,0
1656661,,89410,1,89410,0
1656660,,89410,1,89410,0
1656659,,89410,1,89410,0
1656658,,89410,1,89410,0
1656657,,89410,1,89410,0
1656656,,89410,1,89410,0
1656655,,89410,1,89410,0
1656654,,89410,1,89410,0
1656653,,89410,1,89410,0
1656652,,89410,1,89410,0
1656651,,89410,1,89410,0
1656650,,89410,1,89410,0
1656649,,89410,1,89410,0
1656648,,89410,1,89410,0
1656647,,89410,1,89410,0
1656646,,89410,1,89410,0
1656645,,89410,1,89410,0
1656644,,89410,1,89410,0
1656643,,89410,1,89410,0
1656642,,89410,1,89410,0
1656641,,89410,1,89410,0
1656640,,89410,1,89410,0
1656639,,89410,1,89410,0
1656638,,89410,1,89410,0
1656637,,89410,1,89410,0
1656636,,89410,1,89410,0
1656635,,89410,1,89410,0
1656634,,89410,1,89410,0
1656633,,89410,1,89410,0
1656632,,89410,1,89410,0
1656631,,89410,1,89410,0
1656630,,89410,1,89410,0
1656629,,89410,1,89410,0
1656628,,89410,1,89410,0
1656627,,89410,1,89410,0
1656626,,89410,1,89410,0
1656625,,89410,1,89410,0
1656624,,89410,1,89410,0
1656623,,89410,1,89410,0
1656622,,89410,1,89410,0
1656621,,89410,1,89410,0
1656620,,89410,1,89410,0
1656619,,89410,1,89410,0
1656618,,89410,1,89410,0
1656617,,89410,1,89410,0
1656616,,89410,1,89410,0
1656615,,89410,1,89410,0
1656614,,89410,1,89410,0
1656613,,89410,1,89410,0
1656612,,89410,1,89410,0
1656611,,89410,1,89410,0
1656610,,89410,1,89410,0
1656609,,89410,1,89410,0
1656608,,89410,1,89410,0
1656607,,89410,1,89410,0
1656606,,89410,1,89410,0
1656605,,89410,1,89410,0
1656604,,89410,1,89410,0
1656603,,89410,1,89410,0
1656602,,89410,1,89410,0
1656601,,89410,1,89410,0
1656600,,89410,1,89410,0
1656599,,89410,1,89410,0
1656598,,89410,1,89410,0
1656597,,89410,1,89410,0
1656596,,89410,1,89410,0
1656595,,89410,1,89410,0
1656594,,89410,1,89410,0
1656593,,89410,1,89410,0
1656592,,89410,1,89410,0
1656469,,89411,1,89411,1
1656337,,89411,1,89411,1
1656338,,89411,1,89411,1
1656339,,89411,1,89411,1
1656340,,89411,1,89411,1
1656341,,89411,1,89411,1
1656342,,89411,1,89411,1
1656343,,89411,1,89411,1
1656344,,89411,1,89411,1
1656345,,89411,1,89411,1
1656346,,89411,1,89411,1
1656347,,89411,1,89411,1
1656348,,89411,1,89411,1
1656349,,89411,1,89411,1
1656350,,89411,1,89411,1
1656351,,89411,1,89411,1
1656352,,89411,1,89411,1
1656353,,89411,1,89411,1
1656354,,89411,1,89411,1
1656355,,89411,1,89411,1
1656356,,89411,1,89411,1
1656357,,89411,1,89411,1
1656358,,89411,1,89411,1
1656359,,89411,1,89411,1
1656360,,89411,1,89411,1
1656361,,89411,1,89411,1
1656362,,89411,1,89411,1
1656363,,89411,1,89411,1
1656364,,89411,1,89411,1
1656365,,89411,1,89411,1
1656366,,89411,1,89411,1
1656367,,89411,1,89411,1
1656368,,89411,1,89411,1
1656369,,89411,1,89411,1
1656370,,89411,1,89411,1
1656371,,89411,1,89411,1
1656372,,89411,1,89411,1
1656373,,89411,1,89411,1
1656374,,89411,1,89411,1
1656375,,89411,1,89411,1
1656376,,89411,1,89411,1
1656377,,89411,1,89411,1
1656378,,89411,1,89411,1
1656379,,89411,1,89411,1
1656380,,89411,1,89411,1
1656381,,89411,1,89411,1
1656382,,89411,1,89411,1
1656383,,89411,1,89411,1
1656404,,89411,1,89411,1
1656405,,89411,1,89411,1
1656406,,89411,1,89411,1
1656407,,89411,1,89411,1
1656408,,89411,1,89411,1
1656409,,89411,1,89411,1
1656410,,89411,1,89411,1
1656411,,89411,1,89411,1
1656412,,89411,1,89411,1
1656413,,89411,1,89411,1
1656414,,89411,1,89411,1
1656415,,89411,1,89411,1
1656416,,89411,1,89411,1
1656417,,89411,1,89411,1
1656418,,89411,1,89411,1
1656419,,89411,1,89411,1
1656420,,89411,1,89411,1
1656421,,89411,1,89411,1
1656422,,89411,1,89411,1
1656423,,89411,1,89411,1
1656424,,89411,1,89411,1
1656425,,89411,1,89411,1
1656426,,89411,1,89411,1
1656427,,89411,1,89411,1
1656428,,89411,1,89411,1
1656429,,89411,1,89411,1
1656430,,89411,1,89411,1
1656431,,89411,1,89411,1
1656432,,89411,1,89411,1
1656433,,89411,1,89411,1
1656434,,89411,1,89411,1
1656435,,89411,1,89411,1
1656436,,89411,1,89411,1
1656437,,89411,1,89411,1
1656438,,89411,1,89411,1
1656439,,89411,1,89411,1
1656440,,89411,1,89411,1
1656441,,89411,1,89411,1
1656442,,89411,1,89411,1
1656443,,89411,1,89411,1
1656444,,89411,1,89411,1
1656445,,89411,1,89411,1
1656446,,89411,1,89411,1
1656447,,89411,1,89411,1
1656448,,89411,1,89411,1
1656449,,89411,1,89411,1
1656450,,89411,1,89411,1
1656451,,89411,1,89411,1
1656452,,89411,1,89411,1
1656453,,89411,1,89411,1
1656454,,89411,1,89411,1
1656455,,89411,1,89411,1
1656456,,89411,1,89411,1
1656457,,89411,1,89411,1
1656458,,89411,1,89411,1
1656459,,89411,1,89411,1
1656460,,89411,1,89411,1
1656461,,89411,1,89411,1
1656462,,89411,1,89411,1
1656463,,89411,1,89411,1
1656464,,89411,1,89411,1
1656465,,89411,1,89411,1
1656466,,89411,1,89411,1
1656467,,89411,1,89411,1
1656468,,89411,1,89411,1
1656470,,89411,1,89411,1
1656471,,89411,1,89411,1
1656472,,89411,1,89411,1
1656473,,89411,1,89411,1
1656474,,89411,1,89411,1
1656475,,89411,1,89411,1
1656476,,89411,1,89411,1
1656477,,89411,1,89411,1
1656478,,89411,1,89411,1
1656479,,89411,1,89411,1
1656480,,89411,1,89411,1
1656481,,89411,1,89411,1
1656482,,89411,1,89411,1
1656483,,89411,1,89411,1
1656484,,89411,1,89411,1
1656485,,89411,1,89411,1
1656486,,89411,1,89411,1
1656487,,89411,1,89411,1
1656384,,89411,1,89411,1
1656385,,89411,1,89411,1
1656386,,89411,1,89411,1
1656387,,89411,1,89411,1
1656388,,89411,1,89411,1
